2303	1710	1571	1990	1754	1355	2337	2292	1345	2377	2039	1472	2402	2420	2073	1378	2440	1445	1991	2171	1890	1707	2243	1911	1735	2731	1468	2437	2128	1378	1744	2194	1773	1992	1630	1959	2420	2297	2207	1919	2365	1842	2246	2357	1746	1698	2298	1972
20299	26332	26160	18691	22690	23759	24048	28972	18758	19907	27068	24982	22633	27584	17498	23345	28895	25576	19161	26145	26208	26015	29125	30549	20861	24822	15831	30286	30942	23957	15629	22887	23666	27603	25365	24756	24498	32321	37161	17135	23329	24471	25827	30794	30161	24376	31232	29676
7352.529089	8179.558851	7462.340518	6026.008629	8973.761753	7374.345395	8233.893368	7992.680527	6248.507022	6513.633778	7607.241484	6875.89027	8299.397568	9083.515069	5502.742225	7469.55079	9324.573341	8280.050241	8099.064637	9267.26157	8034.3599	5849.063173	7448.304237	8373.048429	7879.740859	9051.760271	6055.9285	9676.639654	8915.549114	5699.648673	5505.159398	8168.373094	7379.182068	6864.228799	7286.80808	6274.311197	8618.162797	9959.445768	8236.558505	6431.719677	7648.324065	7018.539449	7191.463412	9184.953565	6974.23831	6631.881935	9268.732923	7193.323154
52843.97591	56811.02067	57708.19614	43685.05637	55665.0523	61467.95796	45680.90489	49664.53141	42598.92365	62650.96905	63567.84203	60306.24657	52506.05827	59472.27058	48507.46945	37014.50479	44864.45988	43290.09489	56385.9424	67232.97182	62195.37306	38229.05332	47685.93009	53910.67832	43675.18933	57882.73572	54426.37143	52458.79694	50140.91304	62688.4288	50006.25361	60940.20857	59207.15902	39843.09506	42318.30753	50595.71666	44420.2257	47022.44879	53067.348	52271.37519	60332.87363	61017.54759	40888.38412	43576.57577	40970.04906	39442.3441	47350.5732	46803.09365
24478.89986	17125.65396	18071.48555	17486.10596	22330.05774	19168.06274	41279.65866	42153.69178	34962.3806	15752.55687	14543.63449	8017.098503	28737.68294	34187.10873	28709.74436	27279.43954	29278.7279	24569.37592	24562.63596	23827.38955	21337.78302	20340.83889	25594.55442	19629.73654	34155.07833	34033.65642	35280.89362	39239.9064	28101.12495	13165.12161	14102.14862	24865.53512	21151.63415	34823.82433	28986.22931	20197.10445	53937.13867	51732.232	46760.79053	21649.57219	29373.41861	25380.77589	45023.81317	52038.71206	43266.47527	32385.04771	39999.37889	31595.01301
24068.03756	24747.38548	24312.59535	20322.7138	24201.67243	24016.93755	28271.00125	31108.84062	25176.18472	26588.94114	26550.6775	25327.41882	29100.87781	33146.42987	24140.39951	22364.53527	26605.02415	23577.37813	24564.59155	28521.99693	27307.53034	22572.92982	27912.1348	26226.74577	27780.53361	33086.30765	26667.68571	29741.28489	27128.78234	30746.51065	18526.90337	30681.73689	9893.886869	22783.08814	24577.99382	26075.01289	28351.70055	33154.39528	37719.435	22453.06968	28070.67557	27134.17413	27893.96233	31238.19024	30406.1854	21369.52254	32212.12748	29033.03962
5144.118147	4721.013578	6304.559532	4637.56972	5663.523121	4433.206196	5108.555173	4721.603303	4691.624263	7114.457154	5615.471884	5689.114588	6181.247309	6446.254139	3839.67918	3955.660796	4431.058346	3853.58372	5502.497354	6255.504178	5474.298687	3876.489659	4241.7573	3879.467234	7498.180613	5848.27865	4405.480577	4744.976344	3495.910974	3406.818722	5462.205786	7276.706438	6234.931025	4991.258898	3824.983272	4152.537262	4432.686906	4484.792369	3598.654635	5048.072595	5557.856366	5581.183524	4273.931712	3958.220992	3237.455598	3317.534455	4120.865521	3223.653981
863	1064	767	681	957	619	932	1254	727	1010	833	790	832	1197	939	644	1013	865	853	861	1009	812	963	977	756	1052	658	1490	954	756	765	907	760	662	850	742	1164	1176	1269	1053	1033	747	1030	1275	883	1015	1184	788
66922.90495	71721.91416	69111.32285	60844.95677	72597.41358	75813.00228	82943.85168	89118.95397	80546.95694	73526.3133	74651.46325	73347.34632	65762.28246	74031.04733	62575.65954	72433.2163	84496.11101	73837.11344	69266.15412	78378.97641	70361.53261	77208.71367	77094.79888	85356.06649	69076.32169	73446.70455	56554.82703	85677.39754	73052.70751	70513.42453	63339.18013	73968.73864	63697.59098	78772.85831	73633.58767	83782.76189	85984.89657	86240.46082	85766.75804	64033.45498	65860.36162	63351.22581	83528.73668	84821.79812	74658.75295	69447.69958	74618.76046	69911.18893
77139.0978	79119.23015	76355.3785	68911.65676	82277.28384	88112.88192	88595.62586	96424.63363	87174.13599	81198.90698	85174.02012	84652.9331	79433.58077	89371.28596	53453.28162	77289.08507	93564.87429	79314.8899	79266.27847	90809.96388	82726.788	72142.82312	83843.39195	86514.93226	77114.33409	88711.6396	72877.23856	60300.53682	82561.35123	81900.71381	70793.08503	89603.85841	84324.06522	75088.9221	82052.61745	89733.87301	88086.56101	96384.75896	94583.51689	73865.97002	85172.84969	83807.23832	54228.56312	92142.16997	85490.10915	74260.38552	88523.68773	82709.06571
4192	3759	3251	2627	3584	2657	1125	976	854	1617	3002	2228	1965	4040	2497	759	1340	1062	1926	2047	1811	900	1105	995	3013	2668	2098	1424	1531	1117	2798	3295	3041	791	854	780	1288	1345	1161	1692	1943	1820	1025	985	1011	744	1371	766
8111.522539	8951.306972	7633.078723	7203.585681	8941.666154	7585.620778	6643.406006	7305.826762	6181.185872	12765.47928	11258.80141	11849.50102	15714.43329	16202.73766	12056.65624	5524.746277	6754.398292	5939.727681	9847.939788	12370.81259	11320.68396	6151.613419	6803.373573	7041.82325	13281.42866	14331.86999	9254.889796	3994.777333	4112.748461	2803.478253	13864.1167	18995.75298	14252.99457	5857.904452	6357.605967	5767.521381	4448.637583	5111.716582	4137.474452	12067.20322	13202.50711	11510.66875	4441.524099	5381.463128	3938.324228	3601.568455	5038.147042	4086.704513
31357.3419	33728.82118	34277.99557	26342.83284	35861.15372	35231.24296	31231.84586	38823.02957	29476.26693	34666.36623	36629.60371	31315.58377	27767.7004	33751.54081	24557.48681	25232.26828	30545.07396	30440.8271	28874.92896	33942.44674	34866.27299	22558.08093	32977.83394	30624.61009	23859.57644	29572.93539	27005.48608	27809.65465	25659.65436	29551.24367	26897.81191	33227.43704	23299.30692	23685.84835	27212.27852	27976.39987	24994.81739	30663.27243	29813.3267	25043.79176	23934.727	25479.7188	25269.55612	25689.83958	20606.7611	23349.14655	28963.34981	23289.83472
9371.578425	8701.01299	10045.19474	7587.601224	9620.882258	8657.961446	11604.15142	11154.66868	10218.29447	12616.11213	9888.0694	9267.196071	14689.29764	16090.55136	11787.67401	10021.91173	13238.87603	11458.43732	9843.567906	10534.35931	10323.98026	9088.138684	12306.82079	10272.79582	15777.38582	13446.20381	10950.53584	17411.29489	13965.78388	14512.92761	14232.73782	15123.82521	13978.55646	11802.51245	9949.275177	10898.94538	18576.37392	18682.81312	16517.4661	11481.03878	12931.28758	13637.15752	18324.89049	17752.92214	14275.25862	14261.41981	16676.75324	13491.34966
2732.353862	3113.841948	2817.70474	2543.645552	2760.39617	2792.69029	3169.48753	3392.45602	2667.957362	3905.782897	2801.951176	2411.219682	2765.244947	4269.056296	2320.157841	2110.357236	3820.981047	3107.349619	2365.275394	3076.500247	2733.778522	2362.993289	3281.833083	2935.026053	2980.77316	2931.042228	2555.140983	3884.388561	3089.71539	4500.43134	2749.650314	3153.773804	3072.407216	2313.50511	2997.190881	3160.018628	4241.02573	5051.079404	5522.37546	2197.926609	2532.714179	3558.094409	3625.734575	3613.80255	3965.150271	3056.958939	3645.831899	3063.367679
2635.125907	3295.7124	3175.395205	2625.42421	3078.471557	2767.49635	2743.529902	3147.92539	2472.581684	3746.875676	3753.103135	3702.018633	4776.461638	4800.987432	4023.718274	2360.958038	3066.7328	2732.845362	3415.034903	3939.171214	3815.56344	2517.154546	2900.692343	3063.565275	3506.764909	4259.994517	2989.076279	2721.189518	2486.235889	1835.951204	3878.517094	5461.984792	4774.346857	2248.550913	2360.618262	2548.395439	2572.699946	2987.024273	2557.046877	3728.993094	4371.061032	4080.556376	2362.432107	2753.235668	2158.960497	2207.423955	2855.737936	2489.907566
48131.77533	31457.35011	41448.14159	38348.39019	44518.82481	52206.38714	58184.55874	54433.43316	52718.86988	68892.93169	39253.41951	16146.32951	6949.314112	9135.244467	21044.70573	54225.46855	50227.5314	41324.79084	43122.15883	29867.69091	53156.49515	28111.16476	26053.57066	29434.19946	47229.55557	12849.80034	32537.47512	66614.92612	11761.03989	75677.05495	17782.19803	21116.15746	35877.14062	45911.6651	11725.87817	62977.16309	52818.89878	52763.57923	64755.79601	20542.18123	7326.502925	48485.67502	41594.00452	28682.25108	38928.81532	32563.52146	26701.37192	34590.52856
4613.452412	4458.148365	4806.255319	4037.984764	5152.971623	4592.54363	4421.510507	4476.792633	4277.853243	5371.747465	5354.629389	5256.320433	6440.600928	7834.936188	5630.101318	3705.923731	4743.22494	3801.435529	4654.499901	5672.483169	4851.314545	3451.793583	4070.784446	3872.034311	6904.576057	6702.058654	5224.113313	4169.430657	3864.770241	3152.88236	7176.473235	8266.358403	7387.094754	4175.456972	3940.265585	3919.060211	4643.39106	4960.511159	4211.124877	5241.466875	6217.389569	5892.854081	4288.477487	4548.809241	3784.264611	3290.921053	4310.058986	3708.09975
3232.664305	3199.020926	3221.102156	2617.85794	3679.301112	3379.772794	2966.730538	3209.208594	2705.229489	4704.515643	4376.687007	3903.298418	4963.195351	5421.27074	4012.959402	2506.857296	3335.104713	2734.068566	3584.16089	4362.856564	4161.676159	2520.511271	3168.27436	2928.927979	4312.240054	4564.630232	3227.652862	2463.514435	2212.923796	1919.031432	4723.05208	6436.728654	4985.275102	2366.410612	2333.205293	2786.250663	2443.350312	2647.583161	2628.747122	3891.475947	4177.900264	4207.358326	2432.334274	2993.192662	2171.892536	1742.669976	2579.916933	2179.472959
2634.395187	3308.505403	3292.463515	2507.660463	3050.985251	2767.959537	3014.220131	3272.79758	2300.660775	2657.741522	3079.277188	2918.310299	2806.323217	2927.182946	1757.035856	2694.752679	3339.563445	3189.298042	2784.978276	3171.939785	2975.46467	3180.489271	2868.598438	3157.389745	2690.886471	2418.086227	2162.73438	2934.744282	2544.155263	1929.621725	1507.356958	3064.499959	2720.436546	2844.444058	2619.716969	2763.461959	2912.919498	3136.724406	3298.490109	1461.9658	2692	2547.145069	1849.355023	2957.57857	2493.435782	1179.214145	3059.17113	2582.052672
2403.050561	2305.943408	1888.703259	2154.355124	2356.939965	1859.97258	3067.440464	2498.571992	2147.983007	2437.918785	2292.042757	2424.96701	2444.024959	2512.250784	2015.857138	2448.069443	2856.976549	2477.833731	2531.37433	2831.630096	2421.99422	2196.900544	2389.57423	2161.295445	2745.221303	2457.828717	2008.227577	3147.277395	2572.393438	1550.806242	2086.373648	2348.568926	2065.422475	2354.823773	2073.81002	2175.374451	2307.606552	2920.588982	2486.429166	2126.089368	2186.668699	2161.061545	3021.026316	2735.275123	2492.600249	1910.496271	2493.431371	2117.215861
7567.220362	12990.37659	8761.088973	7184.332954	10570.37634	10603.28534	10155.40546	12850.8711	11663.29692	7366.603288	8647.857538	11851.35866	9215.240746	12228.41572	7059.134791	9643.644332	13151.85774	10883.9446	8036.122261	9527.841991	8461.86782	11432.8587	12553.33119	14978.92219	7648.73519	8854.130392	6215.379795	13630.60255	11363.99894	11204.5655	6185.532798	12090.60904	9725.176862	10448.48697	12385.56434	11229.04003	10656.51524	13123.85462	12068.58583	5681.557357	9091.039875	8020.103366	12544.397	13925.82091	13710.51596	7941.525231	12017.39947	10044.10125
7567.220362	12990.37659	8761.088973	7184.332954	10570.37634	10603.28534	10155.40546	12850.8711	11663.29692	7366.603288	8647.857538	11851.35866	9215.240746	12228.41572	7059.134791	9643.644332	13151.85774	10883.9446	8036.122261	9527.841991	8461.86782	11432.8587	12553.33119	14978.92219	7648.73519	8854.130392	6215.379795	13630.60255	11363.99894	11204.5655	6185.532798	12090.60904	9725.176862	10448.48697	12385.56434	11229.04003	10656.51524	13123.85462	12068.58583	5681.557357	9091.039875	8020.103366	12544.397	13925.82091	13710.51596	7941.525231	12017.39947	10044.10125
9722	8924	9218	7611	9735	10829	9741	11830	9993	6882	9619	9382	8143	10836	5590	9302	13620	9827	10012	10999	8230	8538	13634	9104	10040	10463	8091	17061	12976	13255	6242	9181	7491	13008	11162	9348	14737	17079	15309	6687	7429	8051	10637	14985	12364	12757	14117	13182
47139.49029	46308.18262	48258.35619	41488.91683	46403.16959	51778.01287	57480.00993	59197.02177	53937.10141	55999.36866	50176.35249	45697.23392	38248.7327	43285.20639	18821.26326	43574.57423	53936.78784	51999.85112	43641.98589	49470.66776	48391.42595	25813.00597	55664.65445	52387.52236	32922.74328	45892.59761	38821.45016	53396.93895	49045.90637	18529.70915	19198.73558	42153.97365	42359.09366	28539.31663	48870.18964	22056.41283	53878.99786	58829.27051	62184.74825	21311.1484	23957.12547	42793.98739	26038.40963	32773.56652	49710.58896	21954.98114	56294.00332	50570.81577
3267.832107	3220.178518	3434.208454	2763.210773	3355.175718	3085.820187	4135.946068	4549.527757	3125.40862	3582.62159	3247.521863	3086.494085	3515.219282	3750.065331	2130.993427	3165.006541	4475.548166	3590.01779	3439.431103	3683.259974	3389.148422	3269.483542	4242.611429	4052.032965	3024.347717	3647.787394	2243.226574	4041.320547	3852.62964	3047.636043	2107.68032	3092.185649	2658.563327	3251.453937	3513.818753	3511.609267	3724.383458	4606.272006	3934.867345	2221.754035	3292.614582	2868.156887	3170.440933	4248.804751	3136.158869	2741.527023	4160.381024	3142.962868
9837.299629	13395.68285	10595.31868	10848.04291	10502.16611	10216.74116	12769.14786	15083.69305	12344.43972	12123.57645	11064.63031	12085.76646	12532.23923	11007.11134	12125.38865	10776.96066	14531.76758	12563.75453	11731.64055	11799.0781	11337.39609	11541.1424	13261.91163	12967.4779	7647.089119	11118.82638	8237.111994	15341.92843	12776.79162	9191.16108	9360.466228	11811.87919	9345.477516	11368.06685	12256.83405	13519.64001	10434.08894	12838.04152	12794.43129	10967.3014	10390.28344	10262.52771	11999.09038	13232.58085	10732.25904	11185.75	15219.55075	11542.34006
2094	2722	2148	1993	2531	2251	2654	2480	2220	2364	2304	2405	2141	2682	2765	16541	3218	2486	1999	2387	2292	2359	2490	3353	2236	2870	1882	3380	2889	2483	2059	2455	2565	2458	2186	2542	3917	3714	4435	2497	2502	2241	2991	3630	3844	3034	3143	3196
4063.329919	3833.484368	5012.701646	3134.178081	5276.913188	4216.299063	2950.182242	3581.320419	2973.991417	7337.225038	5566.628862	5037.710369	6493.232818	8315.285102	4510.469923	2695.819247	5071.811905	4286.672517	4882.335181	6328.37533	6029.655481	2606.718836	4667.581994	3425.651039	9538.121236	6871.040334	4139.526914	2561.503539	2042.600149	1903.6026	9699.049361	8057.997805	7472.057208	2824.547724	2681.295942	2760.996401	2795.123664	2772.521818	2289.9641	4734.795401	5195.349969	5786.031874	2126.855756	2618.92499	1875.577092	1603.846107	2467.906666	1778.534928
2269	2056	3003	2107	2020	1831	3263	4256	2931	3049	2463	3025	4248	4653	3245	2393	4235	2906	2370	2620	2409	3174	3731	3503	3139	3968	2541	4869	4066	3564	4098	4382	4379	3421	2813	3379	5413	5490	5162	2945	3544	3543	5878	6238	5155	4710	5670	5003
1829.003007	1911.955805	2084.547913	1570.143942	2111.909089	1777.376719	1681.525498	1708.016686	1310.328203	2120.118393	2221.286789	2429.281375	2330.567527	3090.323284	2295.4725	1200.70979	1868.956928	1511.039377	1949.667664	2521.369271	2429.576918	1625.568208	1657.410631	1373.222487	2920.146572	2436.624509	1868.364525	1469.53462	1341.200954	1149.121404	2638.814886	3742.564362	3027.389139	1688.597051	1445.500605	1479.218713	1588.453021	1602.783204	1364.421123	2085.205026	2745.545847	2282.627214	1200.902994	1310.579261	1142.905508	1287.108387	1770.981084	1301.273991
6217.641777	8155.256374	6686.987873	6207.02512	6633.845082	6449.910843	4410.014344	4369.602546	3441.468215	10679.68778	8479.154733	8590.503657	10749.82119	11972.98312	8803.208326	2773.678617	3967.471576	3296.05473	7175.571794	9155.270542	8121.934285	3553.657243	4159.902735	5234.391505	8205.373639	9721.03189	7052.202262	3597.213169	2928.784267	3330.936972	10028.20711	14431.55259	12792.56378	3288.072061	4156.120503	4311.860108	3498.28478	4263.771552	4412.012596	7774.41908	10667.96949	11436.34909	4042.252088	4054.288271	3959.059867	3208.837782	4360.658905	3605.333238
13365.83684	12387.81245	12891.3899	11699.65725	13973.83615	12704.14962	16877.59325	15813.24331	15390.49015	13531.03862	13492.98855	13337.70654	12086.90337	13471.88632	10062.49979	14272.2144	17040.54231	15245.66128	12157.11358	14557.79449	13216.81835	13556.25286	14101.28091	14465.46688	12274.13435	12390.6723	9519.737256	16919.61263	14703.49386	12243.79267	10171.92021	9230.440959	11359.25937	15790.36385	13681.78891	15490.061	16430.97644	18076.78451	15979.41641	10075.01185	11534.97676	11611.08194	15230.67972	18102.88266	14209.14911	12678.37555	16680.31177	14398.09456
27598	27114	28392	20274	26022	32483	35013	38783	29233	33315	29405	30643	28511	31100	28917	21943	32640	28720	22921	30934	28729	30941	36564	45083	24529	27160	22686	32000	32354	37151	28570	28353	28810	33325	30834	35169	42559	40579	38625	29439	30528	32213	42598	40366	31142	36936	35379	34337
31753.942	33083.29537	32033.92507	29842.79441	32817.98509	29628.12508	37780.75638	39426.87787	32715.06637	33529.48129	34709.73045	33679.7741	33621.94823	12506.75812	27528.66843	34537.72485	45247.65321	33546.71226	10138.939	38710.41098	31366.73194	35710.59864	40710.41092	39728.90192	33944.68733	35010.87945	27225.94297	46112.33305	12698.33102	31258.45065	30593.25338	37741.73017	7525.777487	37387.37211	37914.066	35987.88742	43734.5474	48285.0985	41867.34696	32305.81137	33476.64564	28168.06338	45592.0929	47397.74825	33519.19061	10789.69143	42330.2906	9189.357538
4979.571576	6036.285593	5405.65547	4636.958556	5993.180837	5015.809191	5723.688757	7193.013311	5471.188643	5798.311496	5923.589358	5647.601022	5314.645735	5907.840421	4015.635758	6207.488552	8003.730321	6484.602647	5321.816406	6543.596698	5933.346096	5664.344032	6289.122886	7453.285874	5072.2761	5834.438261	4373.058181	5435.74488	5287.330062	3902.371286	3760.572833	6573.467862	4796.843536	5420.956034	5614.362616	5813.62568	5390.827135	6243.463672	5655.308715	4821.573137	5475.463947	4090.076202	4063.566762	5894.561947	4426.569953	3573.15702	5350.579929	4682.600251
6802.609649	6969.136496	6569.547874	5901.237563	6999.401544	6602.618594	7013.721915	7626.185985	6266.374338	7442.824555	7206.301781	7586.161313	7602.941253	7990.079738	6618.715931	5241.828772	7202.025511	6686.614343	5774.429393	7278.39589	7217.913114	5897.325175	6452.675941	6982.94891	6764.599471	7833.113143	5623.260608	5372.778337	5325.783551	5232.342423	6449.274557	9530.673292	8903.51689	5323.547799	5502.07215	6502.952369	5844.030085	6301.633714	6805.43719	4915.194644	7560.332514	7249.295349	5528.667333	6197.438805	5379.139109	4928.75695	5892.478109	5459.711114
3742.671036	3128.89294	3357.416949	2439.222941	2787.629394	2668.350925	7293.499423	6655.015453	5917.257147	2560.528073	2599.503076	1780.298683	3737.928767	4087.717263	3999.134424	4234.444115	5796.644354	5914.78137	3231.817002	3178.027933	3697.745363	4886.126321	5997.841704	5386.453648	4455.006153	3831.57581	4571.617928	10045.37634	7497.83327	8665.264319	2351.934886	2523.309725	2991.531608	3995.358035	3077.978601	4347.952208	6979.088445	7143.74461	7210.05737	3281.984819	3195.722584	3853.509044	8151.475701	7263.211545	7024.114961	6680.69399	6981.690274	6419.917303
17679.29915	13031.77018	10702.54163	13628.84025	15427.91178	14043.49897	16592.00046	15436.26295	15144.38971	19629.79836	15074.49499	9769.2894	9818.869774	13460.51692	9021.602113	12749.91109	16042.8482	15612.68271	12945.14585	14081.01837	15854.19981	10437.2054	16231.50047	11759.08079	14038.25776	10807.16464	10084.9398	11875.64812	8536.190564	15255.32342	6337.199881	10975.36962	11652.91731	12047.54816	10234.65897	15070.34468	12135.26012	13147.54579	13617.21247	5226.744643	9120.706108	11994.66801	10706.45924	9532.183409	11071.04447	5377.726825	10632.87133	8366.234312
30241.10297	29507.98027	30105.86094	26742.41068	31866.80293	28870.55128	25702.9223	25277.55514	20604.72931	35918.06964	32880.11682	29727.66852	35790.94977	43112.08617	31281.77697	17286.22182	25706.95763	21706.62829	32764.26127	36235.61248	33563.67295	17080.77385	25809.53721	19966.06248	38333.78238	39537.87942	30966.77	30931.70626	25216.0228	24207.48102	32494.82348	41408.00361	38725.2631	19426.28489	19507.9889	21579.30983	24038.77163	26712.0964	25234.85931	29876.08317	35132.67982	37266.90674	17020.19648	26304.84893	21898.97974	21318.47904	25101.45979	21053.01433
24555.54148	26409.28864	20368.33992	19476.49962	22629.72385	21456.76477	21768.61817	27149.57353	19829.11305	24189.15019	26198.45143	22142.63154	23629.75299	24803.016	17585.55203	18033.33925	27070.99479	18763.21455	18785.0401	23909.76404	20806.98176	19946.50814	24913.01325	22252.67647	20211.02513	26087.43374	17327.96045	20376.9682	20790.44709	9992.324346	25475.35417	25696.97394	15718.60596	23787.70966	21356.21587	15443.89113	21174.75606	22875.64627	16130.24648	26847.78577	22457.99207	13446.11817	23751.87042	26326.14756	15782.91769	14012.81371	17339.50589	18390.38721
25697.38862	29320.69562	28490.66086	24590.7223	31051.46571	27124.37649	30699.05565	33548.24503	27928.25855	30800.14858	29477.26095	27584.67283	23425.94862	32541.39665	22445.32629	26596.5604	36991.00409	29867.78227	25351.80123	29670.71061	25944.43952	28220.49969	33393.56488	32984.08551	27251.61487	28859.61474	21883.68574	36057.46935	27858.78071	14256.45713	22635.57256	27729.18029	23971.60453	32071.09912	30378.50039	31442.71764	36657.25937	39821.68857	44647.94457	22182.55956	25661.34535	28173.30575	34106.75932	34554.64238	32267.73807	30199.81374	32782.50425	29851.88076
4200	4415	3452	3546	4348	4216	4190	4498	4512	3983	4001	3966	3408	4518	2975	4709	4651	3410	4116	4518	3265	3681	5486	3905	4094	3266	3145	6651	4299	5561	2668	3477	2529	4738	4462	3880	4869	5361	4675	2805	3084	2305	5627	4940	3895	3897	5815	3506
2573	3350	3441	2679	2568	2720	3851	3905	3207	1992	2830	2474	2649	3241	2562	3287	4844	3540	2988	3343	2519	3869	3778	3738	2995	3475	2666	5782	3804	3506	2795	2835	2254	3954	3954	3602	5421	5153	4542	2741	2646	2632	4709	4162	3654	4542	4416	3210
6067	5787	5442	3920	5731	5790	5897	7060	5837	5809	5601	5556	4149	5416	4420	5562	7490	6679	4572	5860	6065	5209	5784	6352	4153	4897	4232	5135	4822	4523	4299	5076	4188	4763	4733	6898	5255	6650	6127	4078	4264	3349	5158	6316	4228	3911	5287	4454
