Transcriptome.t	Transcriptome	Proteome.p	Proteome	Score
YPL033C.t	YPL033C	YNL104C.p	YNL104C	0.852636762826246
YPL033C.t	YPL033C	YMR108W.p	YMR108W	0.854248820123373
YPL033C.t	YPL033C	YNL037C.p	YNL037C	0.840340570938934
YPL033C.t	YPL033C	YHR208W.p	YHR208W	0.830666204198667
YPL033C.t	YPL033C	YJR016C.p	YJR016C	0.850742398247651
YPL033C.t	YPL033C	YER073W.p	YER073W	0.84861896463379
YPL033C.t	YPL033C	YJR025C.p	YJR025C	0.87470761945095
YPL033C.t	YPL033C	YDL182W.p	YDL182W	0.839687057189711
YPL033C.t	YPL033C	YER069W.p	YER069W	0.833567773472721
YPL033C.t	YPL033C	YMR062C.p	YMR062C	0.863481280876132
YPL081W.t	YPL081W	YNL104C.p	YNL104C	0.88854420333754
YPL081W.t	YPL081W	YMR108W.p	YMR108W	0.890136898765408
YPL081W.t	YPL081W	YNL037C.p	YNL037C	0.876106835784782
YPL081W.t	YPL081W	YHR208W.p	YHR208W	0.865380232930861
YPL081W.t	YPL081W	YJR016C.p	YJR016C	0.886412205612779
YPL081W.t	YPL081W	YER073W.p	YER073W	0.884382708762832
YPL081W.t	YPL081W	YJR025C.p	YJR025C	0.911930665110146
YPL081W.t	YPL081W	YDL182W.p	YDL182W	0.874965617958534
YPL081W.t	YPL081W	YER069W.p	YER069W	0.868686263832773
YPL081W.t	YPL081W	YMR062C.p	YMR062C	0.899850316623129
YPL242C.t	YPL242C	YJR121W.p	YJR121W	0.723471641309949
YPL242C.t	YPL242C	YPR191W.p	YPR191W	0.700971231570812
YPL265W.t	YPL265W	YNL104C.p	YNL104C	0.875965664857327
YPL265W.t	YPL265W	YMR108W.p	YMR108W	0.881768084554307
YPL265W.t	YPL265W	YNL037C.p	YNL037C	0.845433849720866
YPL265W.t	YPL265W	YHR208W.p	YHR208W	0.866137031688363
YPL265W.t	YPL265W	YJR016C.p	YJR016C	0.881520888253426
YPL265W.t	YPL265W	YER073W.p	YER073W	0.870625828964609
YPL265W.t	YPL265W	YJR025C.p	YJR025C	0.880291318521107
YPL265W.t	YPL265W	YDL182W.p	YDL182W	0.866630759642353
YPL265W.t	YPL265W	YER069W.p	YER069W	0.855704410724718
YPL265W.t	YPL265W	YMR062C.p	YMR062C	0.88687425434321
YPR020W.t	YPR020W	YJR121W.p	YJR121W	0.728181480203511
YPR020W.t	YPR020W	YGL187C.p	YGL187C	0.708072657888791
YPR020W.t	YPR020W	YPR191W.p	YPR191W	0.70722934066659
YPR145W.t	YPR145W	YNL104C.p	YNL104C	0.899750491170777
YPR145W.t	YPR145W	YMR108W.p	YMR108W	0.902908017155101
YPR145W.t	YPR145W	YNL037C.p	YNL037C	0.880487678657597
YPR145W.t	YPR145W	YHR208W.p	YHR208W	0.881041977179285
YPR145W.t	YPR145W	YJR016C.p	YJR016C	0.900386360289305
YPR145W.t	YPR145W	YER073W.p	YER073W	0.895084925020099
YPR145W.t	YPR145W	YJR025C.p	YJR025C	0.916595703180099
YPR145W.t	YPR145W	YDL182W.p	YDL182W	0.887479401099238
YPR145W.t	YPR145W	YER069W.p	YER069W	0.879392292639155
YPR145W.t	YPR145W	YMR062C.p	YMR062C	0.911112521986248
YPR191W.t	YPR191W	YJR121W.p	YJR121W	0.738163260439982
YPR191W.t	YPR191W	YGL187C.p	YGL187C	0.727256196090954
YPR191W.t	YPR191W	YPR191W.p	YPR191W	0.717674008877884
tP(AGG)C.t	tP(AGG)C	YNL104C.p	YNL104C	0.888761012248595
tP(AGG)C.t	tP(AGG)C	YMR108W.p	YMR108W	0.894746846796189
tP(AGG)C.t	tP(AGG)C	YNL037C.p	YNL037C	0.857357312291331
tP(AGG)C.t	tP(AGG)C	YHR208W.p	YHR208W	0.879092025853425
tP(AGG)C.t	tP(AGG)C	YJR016C.p	YJR016C	0.894575874178114
tP(AGG)C.t	tP(AGG)C	YER073W.p	YER073W	0.883314335157357
tP(AGG)C.t	tP(AGG)C	YJR025C.p	YJR025C	0.892713243809832
tP(AGG)C.t	tP(AGG)C	YDL182W.p	YDL182W	0.879384194018142
tP(AGG)C.t	tP(AGG)C	YER069W.p	YER069W	0.868187844568254
tP(AGG)C.t	tP(AGG)C	YMR062C.p	YMR062C	0.8998234093
